symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,currentPrice,YOYPriceChange
BWA,2018-12-31,USD,1126000000,129600000,None,-76100000,172100000,431000000,546000000,43000000,53000000,985000000,-514000000,-383000000,None,150000000,150000000,None,177000000,142000000,None,None,58700000,None,-150000000,None,194100000,-35000000,3998000000,22687000000,8407000000,2624000000,6284000000,None,1523000000,14280000000,656000000,693000000,5035000000,2125000000,2910000000,3660000000,8408000000,3660000000,600000000,181000000,13902000000,3555000000,1134000000,None,25000000,25000000,8811000000,None,8649000000,None,8649000000,8674000000,1399000000,162000000,8785000000,14711000000,18367000000,0,46123000,11355000000,14527000000,3172000000,242000000,5341000000,699000000,233000000,9186000000,187000000,-269000000,187000000,269000000,0,-237000000,248000000,426000000,4835000000,837000000,269000000,3998000000,3685000000,5341000000,5530000000,Common Stock,Booking Holdings Inc,"Booking Holdings Inc. is an American travel technology company organized in Delaware and based in Norwalk, Connecticut, that owns and operates several travel fare aggregators and travel fare metasearch engines including namesake and flagship Booking.com, Priceline.com, Agoda.com, Kayak.com, Cheapflights, Rentalcars.com, Momondo, and OpenTable.",1075531,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,"800 CONNECTICUT AVE, NORWALK, CT, US",December,2021-12-31,93283647000,3066000000,80.99,0.228,150.44,0,0,28.17,267.0,0.106,0.241,0.0726,0.21,10958000000,8780000000,28.17,-0.046,1.408,2697.22,80.99,24.51,8.51,15.19,8.57,39.18,1.193,2715.66,2053.57,2424.46,2331.51,40887700,None,None,34.7400,-0.3200235
BXP,2018-12-31,USD,1150245000,416019000,None,6308000,-41663000,645649000,694791000,-29191000,None,712563000,-1098876000,82453000,-45000000,None,None,None,587628000,587628000,None,None,0,None,-730000,None,133822000,None,931000000,10095000000,3805000000,739000000,739400000,781000000,1988000000,6638900000,2904000000,1474000000,2292000000,439000000,1853000000,243500000,592000000,400000,83000000,502000000,5869000000,2399000000,1485000000,30000000,139800000,172600000,3351600000,None,2081000000,140000000,1941000000,2080500000,740900000,357000000,4226000000,1585000000,5336000000,3000000,208214934,2230000000,10530000000,8300000000,8300000000,1190000000,946000000,440000000,1524800000,6400000,-22300000,6400000,22300000,-6200000,4000000,None,431000000,1142000000,211000000,59000000,984600000,761000000,1190000000,1595300000,Common Stock,BorgWarner Inc,"BorgWarner Inc. is an American multinational automotive supplier headquartered in Auburn Hills, Michigan.",908255,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"3850 HAMLIN RD., AUBURN HILLS, MI, US",December,2021-12-31,10114778000,2221000000,18.82,0.491,28.98,0.68,0.0165,2.24,62.32,0.0362,0.0977,0.0555,0.0914,14838000000,2855000000,2.24,-0.646,-0.069,53.17,18.82,9.98,0.682,1.504,0.885,7.88,1.431,55.12,40.13,44.92,46.32,239971000,2022-03-15,2022-02-28,112.5500,-0.1344305
BSX,2017-12-31,USD,310000000,9000000,1037000000,-1164000000,365000000,894000000,316000000,110000000,83000000,1671000000,-1921000000,1432000000,1020000000,0,0,None,0,28000000,None,0,987000000,None,101000000,None,-187000000,-8000000,462439000,19372233000,505369000,434767000,434767000,None,None,9995499000,8607553000,None,88983000,88983000,None,17156094000,619925000,29161000,148573000,17186046000,11269777000,599186000,None,None,None,45000000,10670591000,None,10271611000,10271611000,None,3013961000,222686000,443980000,5813957000,2722000,-712343000,1543000,154325286,1605435000,2602076000,996641000,962036000,908110000,113715000,None,731262000,None,-374481000,5783000,374481000,2049864000,28852000,None,617547000,554818000,None,373985000,451939000,464261000,908110000,1525657000,Common Stock,Boston Properties Inc,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C.",1037540,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"800 BOYLSTON STREET, SUITE 1900, BOSTON, MA, US",December,2021-12-31,19327044000,1653233000,38.95,21.02,37.27,3.92,0.0318,3.17,18.34,0.176,0.334,0.0264,0.0772,2863307000,1824122000,3.17,21.71,0.117,127.26,38.95,42.19,6.75,3.252,11.03,17.98,1.165,128,95.85,117.63,115.82,156545000,2022-01-28,2021-12-30,24.7900,0.1460934
BMY,2018-12-31,USD,7066000000,502000000,None,103000000,645000000,637000000,951000000,429000000,216000000,4947000000,-2000000000,-3535000000,-543000000,320000000,320000000,None,2613000000,2613000000,None,None,0,None,-320000000,None,1490000000,-41000000,1671000000,20999000000,4003000000,146000000,146000000,1166000000,1608000000,17327000000,1782000000,2958000000,14283000000,6372000000,7911000000,424000000,303000000,0,921000000,845000000,15447000000,5260000000,349000000,None,2253000000,2253000000,8895000000,6000000,4797000000,2253000000,None,7024000000,412000000,1882000000,8725000000,1717000000,-6953000000,16000000,1384581760,7011000000,9582000000,7122000000,2813000000,1506000000,3569000000,1113000000,5504000000,None,-241000000,3000000,241000000,9823000000,156000000,296000000,599000000,1422000000,-249000000,241000000,1671000000,1761000000,1506000000,2262000000,Common Stock,Boston Scientific Corporation,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology.",885725,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"300 BOSTON SCIENTIFIC WAY, MARLBOROUGH, MA, US",December,2021-12-31,64345072000,3038666000,65.36,1.673,11.55,0,0,0.69,8.36,0.0876,0.166,0.0394,0.0655,11888000000,8272000000,0.69,-0.591,0.154,49.81,65.36,24.15,5.41,3.683,5.73,31.58,0.852,46.29,37.13,42.9,43.06,1426720000,None,None,51.9800,-0.1517624
AVGO,2018-12-31,USD,8880000000,677000000,None,-319000000,235000000,4105000000,635000000,652000000,-417000000,12610000000,-4674000000,-11118000000,None,7258000000,7258000000,None,2998000000,2921000000,0,212000000,0,None,-7046000000,None,-6912000000,None,4920000000,34986000000,17716000000,6911000000,9363000000,1195000000,5747000000,16884000000,5027000000,3818000000,7629000000,1091000000,6538000000,4271000000,1775000000,2452000000,2015000000,2024000000,20859000000,10654000000,1892000000,468000000,1703000000,1703000000,9755000000,None,6895000000,1249000000,5646000000,8598000000,7059000000,4540000000,14031000000,19574000000,34065000000,221000000,1633000000,16094000000,22561000000,6467000000,6467000000,4649000000,4551000000,6332000000,11365000000,173000000,-183000000,-380000000,183000000,7000000,854000000,505000000,198000000,5941000000,1021000000,183000000,5040000000,4764000000,6124000000,6322000000,Common Stock,Bristol-Myers Squibb Company,"Bristol Myers Squibb (BMS) is an American multinational pharmaceutical company, headquartered in New York City. Bristol Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders.",14272,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"430 E. 29TH STREET, 14 FLOOR, NEW YORK, NY, US",December,2021-12-31,149964046000,20579000000,22.05,2.309,16.52,2.01,0.0322,3.12,20.89,0.151,0.212,0.0539,0.19,46385000000,37048000000,3.12,-0.159,0.083,72.92,22.05,8.66,3.233,4.096,3.786,8.73,0.586,69.32,52.76,64.17,63.42,2179710000,2022-02-01,2022-01-06,254.2800,-0.0101985
BR,2018-11-04,USD,693600000,40500000,None,138700000,102100000,106000000,76700000,18600000,None,427900000,-249300000,-449900000,None,277100000,277100000,None,165800000,165800000,None,None,340000000,None,-225100000,None,-7200000,-1600000,12259000000,50124000000,9107000000,4292000000,4292000000,1124000000,3325000000,41017000000,2635000000,1894000000,37675000000,10762000000,26913000000,None,None,None,366000000,707000000,23467000000,2338000000,811000000,None,116000000,116000000,21195000000,None,17493000000,0,17493000000,17609000000,812000000,3636000000,26657000000,None,3487000000,0,407637618,10733000000,20848000000,10115000000,10115000000,5135000000,1056000000,3768000000,5598000000,None,-628000000,114000000,628000000,20848000000,144000000,515000000,3566000000,4175000000,-8084000000,628000000,12277000000,12251000000,4803000000,8369000000,Common Stock,Broadcom Inc,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets.",1730168,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1320 RIDDER PARK DRIVE, SAN JOSE, CA, US",October,2021-10-31,240856547000,14724000000,39.2,1.098,60.44,14.9,0.0283,15,66.95,0.245,0.316,0.0716,0.276,27449999000,20288000000,15,0.521,0.145,677.67,39.2,17.64,8.77,9.59,9.73,18.18,1.031,677.76,407.17,605.91,525.37,409613000,2021-12-31,2021-12-21,105.8700,0.1729448
BRO,2018-06-30,USD,567529000,148557000,None,29751000,-373081000,109344000,41520000,52000,None,344255000,-951771000,337750000,0,91250000,100000000,None,84690000,84690000,None,None,300000000,None,-80568000,None,-46492000,None,427900000,3304700000,991100000,263900000,263900000,18500000,-2700000,2460800000,204100000,None,1749000000,494100000,1254900000,67000000,80300000,100000,112200000,360500000,2210400000,777300000,156200000,None,None,1053400000,1452400000,None,1060000000,1053400000,1053400000,1060000000,440100000,246500000,1094300000,1630800000,1727000000,1600000,116300000,1162500000,4332100000,3169600000,3167400000,598100000,564500000,None,671400000,3800000,-42400000,3800000,42400000,4331900000,-1500000,None,106000000,561000000,133100000,42400000,427900000,431900000,598100000,709400000,Common Stock,Broadridge Financial Solutions Inc,"Broadridge Financial Solutions is a public corporate services company founded in 2007 as a spin-off from Automatic Data Processing. The main business of Broadridge is as a service provider supplying public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings.",1383312,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1981 MARCUS AVENUE, LAKE SUCCESS, NY, US",June,2021-12-31,17311597000,1116900000,32.44,1.795,14.97,2.43,0.0173,4.57,46.27,0.101,0.129,0.0667,0.339,5373900000,1422900000,4.57,-0.167,0.194,180,32.44,21.98,3.221,9.51,3.869,19.68,0.94,185.4,135.88,161.54,167.57,116773000,2022-04-05,2022-03-14,27.7300,-0.3561644
CHRW,2018-12-31,USD,792896000,263188000,None,111470000,184520000,45155000,63871000,190048000,None,664505000,-72808000,-655177000,-710000000,300991000,300991000,None,265219000,265219000,None,None,591012000,None,-249706000,None,44725000,-20186000,344255000,6688668000,2167311000,438961000,451829000,None,None,4557011000,100395000,168480000,4331593000,898807000,3432786000,17394000,17394000,12868000,805271000,71975000,3688100000,1782986000,87345000,37018000,50000000,50000000,1905114000,None,1506990000,50000000,1456990000,1506990000,307504000,132392000,3000568000,477572000,2833622000,29338000,279583006,1957280000,2014246000,56966000,1068914000,405496000,54600000,None,1551784000,None,-40580000,-40580000,40580000,2540712000,None,22800000,109378000,462462000,118207000,40580000,344255000,344255000,503042000,612420000,Common Stock,Brown & Brown Inc,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Bermuda, Canada, the Cayman Islands, Ireland, and the United Kingdom. The company is headquartered in Daytona Beach, Florida.",79282,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","220 S. RIDGEWOOD AVE., DAYTONA BEACH, FL, US",December,2021-12-31,19093903000,1010400000,32.65,4.41,14.86,0.38,0.0064,2.07,10.81,0.193,0.281,0.0571,0.148,3050300000,1413400000,2.07,0.062,0.152,71.13,32.65,28.17,6.26,4.452,6.56,20.38,0.747,70.5,44.25,66.99,59.96,282496000,2022-02-16,2022-02-03,84.0900,-0.056123
CDNS,2018-12-31,USD,604751000,12880000,None,-625000,34947000,118721000,61503000,-87083000,-752000,345777000,-173845000,-567939000,11133000,250059000,250059000,None,None,None,None,40908000,None,None,-197403000,None,-154789000,-17756000,664505000,4427412000,2753074000,378615000,378615000,None,2162438000,1664345000,228301000,270546000,1367744000,108822000,1258922000,None,None,None,52386000,68300000,2832325000,1433323000,971023000,None,5000000,5000000,1363245000,None,1346352000,5000000,1341352000,1346352000,457300000,430000,1595087000,2713785000,3845593000,13728000,137284000,14581173000,16631172000,2049999000,15269479000,912083000,609728000,None,722091000,None,-31810000,-31810000,31810000,16631172000,None,45155000,96729000,880273000,215768000,None,664505000,611030000,912083000,1008812000,Common Stock,C.H. Robinson Worldwide Inc,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation.",1043277,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,"14701 CHARLSON ROAD, EDEN PRAIRIE, MN, US",December,2021-12-31,12581442000,1173367000,15.34,2.288,15.51,2.08,0.0238,6.31,174.38,0.0365,0.0468,0.111,0.433,23102138000,1608479000,6.31,0.607,0.429,103.48,15.34,14.41,0.545,5.91,0.603,11.87,0.753,112.15,83.73,100.97,95.45,129987000,2022-04-01,2022-03-03,43.4800,0.0396939
CZR,2018-12-31,USD,323280000,166007000,None,-11722000,-39350000,157000000,147415000,-6104000,-596000,95000000,-1268229000,1044000000,None,9000000,0,None,None,None,None,0,846000000,None,-8977000,None,98942000,None,345777000,2468654000,951092000,533298000,537185000,28162000,297082000,1389901000,252630000,698493000,887729000,225457000,662272000,122087000,118200000,3887000,82495000,103575000,1180253000,708982000,5484000,401174000,100000000,100000000,471271000,None,440582000,100000000,345291000,440582000,251042000,77262000,1288401000,1395652000,772709000,1936124000,280015000,1514376000,2112626000,598250000,39247000,396209000,573075000,884816000,1488168000,8070000,-23139000,8070000,23139000,2132465000,3320000,60400000,14086000,376390000,30613000,23139000,345777000,327265000,399529000,413615000,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc., headquartered in San Jose, California, is an American multinational computational software company. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards.",813672,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2655 SEELY AVENUE BLDG 5, SAN JOSE, CA, US",December,2021-12-31,42412990000,920349000,61.17,3.425,9.9,0,0,2.5,10.93,0.233,0.26,0.117,0.266,2988244000,2681238000,2.5,0.033,0.017,184.14,61.17,38.02,14.19,14.24,12.32,40.18,1.154,192.7,118.11,161.05,155.22,277336000,None,None,36.2100,0.0923077
CPB,2018-12-31,USD,1305000000,155000000,None,78000000,57000000,394000000,416000000,56000000,84000000,261000000,-7197000000,5807000000,278000000,86000000,86000000,None,426000000,426000000,None,None,6224000000,None,-86000000,None,-93000000,-8000000,95000000,5911462000,573196000,231000000,247709000,20595000,76227000,5356154000,2882606000,None,2369316000,1361000000,1008316000,18257000,1300000,16957000,228665000,83446000,4882309000,402177000,58524000,None,462000,462000,4539146000,10077000000,3300780000,462000,3261273000,3300780000,325552000,59014000,1029153000,9131000,290206000,1000,77438889,1217812000,1883278000,665466000,1055592000,310000000,455759000,None,629177000,None,-171732000,268000,172000000,2055010000,-3000000,None,157000000,135000000,40000000,171894000,95235000,95000000,307000000,464000000,Common Stock,Caesars Entertainment Inc,"Caesars Entertainment, Inc., formerly Eldorado Resorts, Inc., is an American hotel and casino entertainment company founded and based in Reno, Nevada, that operates more than 50 properties.",1590895,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,"100 WEST LIBERTY STREET, SUITE 1150, RENO, NV, US",December,2021-12-31,18134077000,2828666000,None,1.16,22.85,0,0,-4.832,45.35,-0.106,0.178,0.0236,-0.198,9570000000,4923000000,-4.832,0,0.74,117.29,-,31.45,1.895,3.44,4.46,19.83,2.936,119.81,68,83.98,97.08,214123000,None,None,32.9900,-0.3142798
COF,2018-07-29,USD,12978000000,4340000000,None,-1508000000,195000000,902000000,874000000,74000000,None,6025000000,-15618000000,1777000000,None,2284000000,2284000000,None,1038000000,773000000,265000000,175000000,997000000,0,-2071000000,None,-863000000,None,261000000,14529000000,2296000000,49000000,226000000,887000000,563000000,12375000000,2466000000,2773000000,7528000000,3664000000,3864000000,92000000,81000000,177000000,71000000,189000000,13156000000,3594000000,705000000,None,1525000000,921000000,10124000000,1000000,8595000000,390000000,8347000000,9516000000,993000000,547000000,1364000000,1103000000,2224000000,12000000,301000000,2374000000,6615000000,4241000000,4241000000,1010000000,1556000000,110000000,2585000000,4000000,-201000000,-18000000,183000000,24000000,73000000,360000000,34000000,367000000,106000000,201000000,724000000,196000000,550000000,584000000,Common Stock,Campbell Soup Company,"Campbell Soup Company, doing business as Campbell's, is an American processed food and snack company.",16732,NYSE,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"CAMPBELL PL, CAMDEN, NJ, US",July,2021-10-31,13635539000,1809000000,14.48,5.41,10.71,1.48,0.0331,3.121,27.63,0.114,0.177,0.0763,0.32,8372000000,2814000000,3.121,-0.157,-0.044,45.91,14.48,16.05,1.629,4.193,2.215,10.39,0.483,50.55,39.37,44.13,43.75,301738000,2022-01-31,2022-01-05,94.3200,0.0944535
CAH,2017-12-31,USD,2768000000,483000000,None,2574000000,2082000000,1032000000,384000000,871000000,1211000000,259000000,-5608000000,-2276000000,-50000000,550000000,550000000,None,581000000,581000000,None,None,None,None,-550000000,None,-5116000000,4000000,1982000000,365693000000,15011000000,14040000000,14040000000,153000000,None,22887000000,4033000000,4231000000,14954000000,421000000,14533000000,67404000000,276926000000,37655000000,2894000000,227257000000,316963000000,576000000,None,None,576000000,576000000,61105000000,None,50765000000,7356000000,None,51341000000,273141000000,13143000000,48730000000,12707000000,30700000000,7000000,485525340,5492000000,27237000000,21745000000,22099000000,-9221000000,10992000000,None,14713000000,None,22460000000,25222000000,2762000000,4777000000,None,662000000,2440000000,5357000000,3375000000,2762000000,2117000000,2005000000,8119000000,10559000000,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States.",927628,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1680 CAPITAL ONE DRIVE, SUITE 1400, MCLEAN, VA, US",December,2021-12-31,63570899000,None,5.7,0.729,135.74,2,0.0162,26.94,73.17,0.383,0.489,0.029,0.204,32379001000,32379000000,26.94,0.007,0.094,183.99,5.7,7.76,1.963,1.044,-,-,1.596,176.59,118.67,150.57,157.69,413900000,2022-02-25,2022-02-11,61.2700,-0.1486731
KMX,2018-06-30,USD,-80550000,437208000,None,-43864000,1190644000,179942000,296816000,1058152000,130131000,664112000,-301863000,413446000,65000,579570000,579570000,None,None,None,None,None,None,None,-506050000,None,6109000,None,256000000,39951000000,24553000000,1763000000,1763000000,12308000000,7800000000,15435000000,2487000000,2773000000,12229000000,3913000000,8316000000,50000000,None,None,1926000000,682000000,33892000000,22893000000,19677000000,None,1001000000,1001000000,9826000000,None,9013000000,1001000000,None,9013000000,2215000000,None,6059000000,1224000000,4645000000,2730000000,310000000,7181000000,136809000000,129628000000,129628000000,126000000,4596000000,None,6988000000,None,-329000000,-334000000,329000000,-2000000,-23000000,446000000,574000000,-231000000,-487000000,331000000,259000000,289000000,98000000,672000000,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is an American multinational health care services company.",721371,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","7000 CARDINAL PLACE, DUBLIN, OH, US",June,2021-12-31,15016706000,2564000000,28.17,0.597,3.603,1.958,0.0367,1.924,596.82,0.0032,0.0108,0.0262,0.373,171286004000,6975000000,1.924,-0.92,0.094,56.31,28.17,10.14,0.0877,15.04,0.102,21.03,0.96,60.77,45.42,51.97,52.74,277061000,2022-04-15,2022-03-31,72.8700,0.1555661
CCL,2018-02-28,USD,5549000000,182000000,None,-124000000,51000000,2017000000,3749000000,58000000,67000000,3153000000,-3514000000,-1460000000,417000000,1468000000,1468000000,None,1355000000,1355000000,None,3000000,2542000000,None,-1468000000,0,587000000,-1000000,664112000,17486272000,3061444000,44525000,63954000,2390694000,133321000,2906907000,2667061000,1164249000,None,None,None,31556000,11535704000,19429000,93462000,158807000,14169423000,1174058000,529733000,None,365681000,127000,13469748000,500363000,1495479000,365554000,995479000,1495606000,278771000,242553000,3316849000,None,2047240000,89874000,179747894,2328859000,17120209000,14791350000,83200000,664008000,1617051000,None,1666149000,None,641600000,712345000,70745000,-1298000,400000,158600000,179942000,1063608000,399496000,70745000,664112000,676935000,1134353000,1314295000,Common Stock,CarMax Inc,CarMax is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance.,1170010,NYSE,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"12800 TUCKAHOE CREEK PARKWAY, RICHMOND, VA, US",February,2021-11-30,17356347000,1884608000,14.79,0.825,31.57,0,0,7.26,188.22,0.0392,0.053,0.0436,0.26,30633273000,2941935000,7.26,0.148,0.618,141.85,14.79,14.37,0.567,3.343,1.212,16.52,1.487,155.98,96.39,116.86,128.69,161680000,None,None,66.9100,0.1958892
CTLT,2018-11-30,USD,374500000,83200000,None,32300000,0,190100000,176500000,33600000,1800000,83600000,-919300000,669100000,-3100000,None,None,None,36200000,36200000,None,277800000,None,0,277800000,None,121900000,-2400000,3152000000,42401000000,2225000000,982000000,982000000,450000000,358000000,40175000000,35336000000,17286000000,4101000000,1176000000,2925000000,0,244000000,None,436000000,738000000,17958000000,9204000000,730000000,4395000000,2426000000,848000000,8753000000,None,9546000000,1578000000,7897000000,10394000000,1653000000,856000000,24443000000,7795000000,25066000000,365000000,700000000,7792000000,18881000000,11089000000,11089000000,3325000000,2450000000,None,4483000000,14000000,-194000000,14000000,194000000,59000000,3000000,None,2017000000,3206000000,54000000,194000000,3153000000,2986000000,3400000000,5417000000,Common Stock,Carnival Corporation & plc,"Carnival Corporation & plc is a British-American cruise operator, currently the world's largest travel leisure company, with a combined fleet of over 100 vessels across 10 cruise line brands.",815097,NYSE,USD,USA,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,"3655 N W 87TH AVE, PO BOX 1347, MIAMI, FL, US",November,2021-11-30,24715907000,2679000000,None,1.41,10.69,0,0,-8.46,1.699,0,-3.293,-0.0735,-0.581,1908000000,-809000000,-8.46,-0.139,36.85,28.42,-,33.33,12.95,2.138,26.96,5.59,2.114,31.52,16.32,20.94,23.22,986364000,2020-03-13,2020-02-20,39.6500,-0.0035185
CAT,2018-12-31,USD,6558000000,2793000000,None,-575000000,3157000000,2766000000,1276000000,1619000000,1579000000,6148000000,-3212000000,-3650000000,762000000,3798000000,3800000000,None,1951000000,1951000000,None,None,None,None,-3487000000,None,-430000000,-126000000,6147000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common Stock,Carrier Global Corporation,"Carrier Global Corporation is an American multinational home appliances corporation based in Palm Beach Gardens, Florida.",1783180,NYSE,USD,USA,TECHNOLOGY,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, US",December,2021-12-31,38250029000,2906000000,23.91,1.95,7.84,0.51,0.0134,1.87,23.76,0.0807,0.125,0.0626,0.249,20612999000,6008000000,1.87,-0.629,0.117,56.14,23.91,19.16,1.856,5.57,2.18,14.7,None,58.59,34.39,49.38,51.37,855514000,2022-02-10,2021-12-22,127.0700,-0.1936159
CBOE,2018-06-30,USD,534700000,266100000,None,40900000,139300000,204000000,36300000,123500000,None,425200000,-25600000,-371600000,0,140900000,140900000,None,130300000,130300000,None,None,300000000,None,-138800000,None,137500000,None,83600000,6184000000,1395800000,345000000,345400000,257200000,716400000,4806100000,1536700000,913400000,3151800000,930800000,2221000000,None,None,400000,23600000,61200000,3895800000,670700000,255800000,332600000,76500000,76500000,3150700000,None,2882800000,76500000,None,-3000000,50900000,124300000,1681600000,None,-723400000,1500000,145738286,752600000,2463400000,1710800000,1710800000,268900000,464800000,6300000,666700000,None,-111400000,-97100000,14300000,-9100000,1700000,127500000,190100000,152000000,68400000,14300000,83600000,71900000,268900000,356400000,Common Stock,Catalent Inc,"Catalent, Inc. (Catalent Pharma Solutions) is a multinational corporation headquartered in Somerset, New Jersey. It is a global provider of delivery technologies, development, drug manufacturing, biologics, gene therapies and consumer health products.",1596783,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"14 SCHOOLHOUSE ROAD, SOMERSET, NJ, US",June,2021-12-31,17538423000,1099000000,30.37,2.219,25.03,0,0,3.224,26.14,0.135,0.172,0.0524,0.146,4483000000,1352000000,3.224,0.156,0.336,146,30.37,26.6,3.912,3.959,4.698,17.52,1.388,142.64,91.17,110.43,118.98,179128000,None,None,104.0700,0.1386214
